,id,box_id,box_top,box_left,box_width,box_height,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22
12,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 98542 KAH0907.15 21.jpg,298_262_166_283,298.0,262.0,166.0,283.0,409.0,389.0,350.0,532.0,361.0,286.0,413.0,321.0,360.0,303.0,331.0,424.0,379.0,425.0,394.0,445.0,304.0,433.0,302.0,528.0,294.0,482.0,375.0,487.0,324.0,533.0,297.0,459.0,294.0,505.0,386.0,467.0,364.0,508.0,317.0,321.0,399.0,332.0,300.0,374.0,315.0,419.0,394.0,423.0,307.0,307.0
13,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 98542 KAH0907.15 21.jpg,673_275_186_237,673.0,275.0,186.0,237.0,439.0,769.0,359.0,888.0,413.0,678.0,459.0,720.0,408.0,692.0,340.0,775.0,391.0,790.0,406.0,818.0,312.0,778.0,318.0,882.0,302.0,827.0,386.0,856.0,339.0,892.0,303.0,802.0,306.0,853.0,397.0,838.0,375.0,873.0,350.0,694.0,442.0,725.0,322.0,729.0,323.0,768.0,410.0,798.0,341.0,677.0
14,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122574 Z8662 1.jpg,368_749_489_541,368.0,749.0,489.0,541.0,1013.0,475.0,1117.0,756.0,795.0,414.0,935.0,380.0,819.0,437.0,922.0,639.0,1006.0,571.0,1067.0,559.0,896.0,699.0,1072.0,827.0,974.0,781.0,1100.0,649.0,1097.0,807.0,931.0,750.0,1023.0,804.0,1086.0,600.0,1109.0,703.0,780.0,523.0,926.0,414.0,824.0,617.0,899.0,663.0,1036.0,544.0,746.0,519.0
15,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 98542 KAH0907.15 12.jpg,331_871_382_555,331.0,871.0,382.0,555.0,1190.0,518.0,1133.0,804.0,1093.0,309.0,1204.0,384.0,1090.0,349.0,993.0,583.0,1110.0,596.0,1185.0,629.0,935.0,599.0,978.0,788.0,930.0,696.0,1187.0,722.0,1057.0,791.0,923.0,648.0,947.0,743.0,1193.0,676.0,1168.0,764.0,992.0,385.0,1172.0,408.0,951.0,488.0,965.0,581.0,1154.0,596.0,969.0,352.0
16,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,143_175_211_283,143.0,175.0,211.0,283.0,340.0,194.0,353.0,342.0,250.0,135.0,326.0,141.0,256.0,151.0,269.0,255.0,317.0,240.0,346.0,249.0,219.0,277.0,265.0,368.0,225.0,328.0,351.0,292.0,311.0,352.0,217.0,305.0,241.0,353.0,351.0,271.0,356.0,316.0,212.0,182.0,313.0,159.0,211.0,230.0,238.0,264.0,337.0,233.0,194.0,173.0
17,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,331_588_215_251,331.0,588.0,215.0,251.0,740.0,397.0,744.0,511.0,665.0,331.0,731.0,346.0,668.0,347.0,643.0,446.0,705.0,434.0,752.0,443.0,622.0,467.0,669.0,528.0,631.0,502.0,761.0,479.0,706.0,518.0,625.0,486.0,646.0,517.0,760.0,462.0,757.0,495.0,622.0,380.0,720.0,359.0,612.0,421.0,626.0,451.0,732.0,427.0,607.0,368.0
18,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,186_736_201_312,186.0,736.0,201.0,312.0,909.0,256.0,869.0,420.0,840.0,165.0,906.0,195.0,841.0,183.0,807.0,306.0,864.0,299.0,903.0,316.0,774.0,322.0,817.0,438.0,782.0,380.0,888.0,369.0,843.0,436.0,775.0,352.0,796.0,408.0,897.0,344.0,880.0,395.0,790.0,212.0,894.0,207.0,774.0,265.0,786.0,307.0,896.0,293.0,775.0,197.0
19,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,375_242_223_311,375.0,242.0,223.0,311.0,391.0,434.0,402.0,614.0,294.0,371.0,373.0,374.0,300.0,387.0,321.0,497.0,374.0,479.0,409.0,489.0,291.0,533.0,361.0,624.0,322.0,585.0,418.0,550.0,381.0,626.0,306.0,564.0,341.0,606.0,419.0,520.0,413.0,582.0,260.0,424.0,358.0,393.0,263.0,481.0,297.0,510.0,391.0,474.0,245.0,415.0
20,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,209_377_221_310,209.0,377.0,221.0,310.0,543.0,281.0,548.0,455.0,449.0,207.0,530.0,220.0,454.0,222.0,462.0,344.0,513.0,329.0,554.0,337.0,421.0,368.0,490.0,477.0,443.0,428.0,560.0,398.0,519.0,469.0,429.0,400.0,463.0,456.0,561.0,368.0,557.0,427.0,408.0,259.0,517.0,235.0,406.0,314.0,434.0,352.0,538.0,320.0,389.0,250.0
21,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,649_318_188_270,649.0,318.0,188.0,270.0,457.0,712.0,448.0,851.0,374.0,650.0,447.0,662.0,380.0,670.0,386.0,764.0,437.0,746.0,467.0,758.0,356.0,798.0,395.0,870.0,370.0,840.0,467.0,805.0,422.0,866.0,363.0,822.0,381.0,858.0,472.0,784.0,460.0,828.0,340.0,705.0,435.0,680.0,337.0,751.0,356.0,776.0,457.0,741.0,323.0,694.0
22,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,530_113_216_265,530.0,113.0,216.0,265.0,267.0,588.0,286.0,714.0,180.0,539.0,244.0,539.0,186.0,554.0,205.0,647.0,254.0,625.0,285.0,631.0,186.0,674.0,245.0,737.0,207.0,711.0,295.0,672.0,265.0,730.0,197.0,697.0,225.0,727.0,294.0,652.0,292.0,693.0,150.0,589.0,233.0,556.0,156.0,631.0,186.0,655.0,272.0,618.0,136.0,582.0
23,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,234_898_202_302,234.0,898.0,202.0,302.0,1074.0,338.0,978.0,489.0,1041.0,224.0,1092.0,273.0,1036.0,245.0,973.0,352.0,1022.0,366.0,1053.0,395.0,949.0,364.0,940.0,468.0,939.0,412.0,1025.0,449.0,955.0,481.0,945.0,389.0,937.0,439.0,1042.0,426.0,1005.0,469.0,986.0,254.0,1075.0,282.0,954.0,301.0,955.0,347.0,1047.0,372.0,975.0,232.0
24,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,743_463_205_216,743.0,463.0,205.0,216.0,646.0,808.0,614.0,927.0,583.0,740.0,646.0,762.0,584.0,757.0,545.0,842.0,598.0,834.0,643.0,847.0,506.0,862.0,526.0,932.0,499.0,900.0,642.0,888.0,569.0,926.0,501.0,881.0,506.0,918.0,645.0,869.0,633.0,907.0,533.0,781.0,631.0,774.0,509.0,821.0,517.0,846.0,633.0,831.0,518.0,767.0
25,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,694_668_202_246,694.0,668.0,202.0,246.0,848.0,781.0,789.0,892.0,807.0,700.0,862.0,732.0,804.0,717.0,737.0,796.0,789.0,798.0,838.0,818.0,699.0,808.0,709.0,883.0,692.0,843.0,825.0,859.0,748.0,885.0,694.0,826.0,696.0,863.0,835.0,841.0,811.0,877.0,746.0,733.0,846.0,741.0,715.0,771.0,709.0,795.0,826.0,802.0,735.0,715.0
26,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B8.jpg,459_935_209_257,459.0,935.0,209.0,257.0,1117.0,576.0,1035.0,684.0,1108.0,474.0,1143.0,522.0,1101.0,491.0,1010.0,562.0,1055.0,580.0,1102.0,613.0,984.0,566.0,978.0,645.0,974.0,599.0,1083.0,655.0,1004.0,665.0,978.0,581.0,973.0,621.0,1096.0,637.0,1063.0,671.0,1046.0,491.0,1127.0,526.0,1003.0,524.0,989.0,555.0,1090.0,596.0,1038.0,469.0
27,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C2.jpg,130_791_331_596,130.0,791.0,331.0,596.0,1085.0,303.0,1001.0,618.0,952.0,126.0,1079.0,183.0,955.0,152.0,929.0,393.0,1027.0,392.0,1075.0,426.0,865.0,422.0,906.0,619.0,872.0,521.0,1051.0,527.0,952.0,630.0,868.0,478.0,880.0,572.0,1070.0,482.0,1030.0,574.0,863.0,201.0,1054.0,204.0,843.0,305.0,879.0,394.0,1062.0,385.0,835.0,179.0
28,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C2.jpg,239_442_396_555,239.0,442.0,396.0,555.0,776.0,403.0,691.0,675.0,628.0,242.0,772.0,287.0,633.0,270.0,615.0,494.0,716.0,489.0,771.0,520.0,536.0,528.0,570.0,641.0,543.0,589.0,754.0,600.0,628.0,660.0,539.0,566.0,552.0,617.0,772.0,563.0,731.0,637.0,531.0,323.0,741.0,312.0,514.0,421.0,556.0,505.0,755.0,488.0,498.0,301.0
29,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122574 Z8662 6.jpg,253_36_337_440,253.0,36.0,337.0,440.0,271.0,358.0,291.0,556.0,144.0,224.0,250.0,253.0,152.0,250.0,129.0,460.0,231.0,437.0,287.0,444.0,88.0,484.0,175.0,605.0,105.0,553.0,301.0,501.0,235.0,581.0,90.0,524.0,134.0,583.0,298.0,473.0,300.0,528.0,81.0,306.0,232.0,276.0,72.0,395.0,107.0,467.0,261.0,425.0,56.0,290.0
30,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 93133 KWB-Feb C2.jpg,39_501_316_520,39.0,501.0,316.0,520.0,790.0,215.0,671.0,457.0,694.0,15.0,803.0,89.0,692.0,55.0,612.0,269.0,720.0,278.0,760.0,317.0,563.0,296.0,586.0,444.0,559.0,375.0,733.0,397.0,626.0,460.0,558.0,339.0,567.0,407.0,750.0,358.0,707.0,427.0,595.0,91.0,773.0,108.0,556.0,192.0,581.0,266.0,753.0,280.0,570.0,57.0
31,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 93133 KWB-Feb C2.jpg,428_614_331_534,428.0,614.0,331.0,534.0,911.0,640.0,754.0,905.0,851.0,413.0,945.0,516.0,842.0,452.0,720.0,654.0,830.0,689.0,864.0,743.0,679.0,672.0,696.0,872.0,684.0,768.0,825.0,837.0,722.0,907.0,681.0,724.0,687.0,815.0,849.0,796.0,795.0,874.0,744.0,465.0,914.0,528.0,683.0,562.0,691.0,645.0,859.0,703.0,723.0,430.0
32,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C1.jpg,252_792_177_306,252.0,792.0,177.0,306.0,925.0,310.0,926.0,473.0,858.0,238.0,918.0,254.0,862.0,254.0,865.0,374.0,909.0,362.0,933.0,377.0,832.0,394.0,866.0,492.0,839.0,450.0,934.0,423.0,897.0,484.0,834.0,426.0,849.0,475.0,935.0,403.0,932.0,449.0,825.0,287.0,908.0,269.0,823.0,336.0,844.0,379.0,926.0,359.0,810.0,277.0
33,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C1.jpg,559_489_208_313,559.0,489.0,208.0,313.0,658.0,676.0,604.0,816.0,602.0,577.0,665.0,617.0,601.0,595.0,571.0,693.0,623.0,700.0,641.0,724.0,531.0,703.0,552.0,823.0,527.0,763.0,621.0,770.0,577.0,828.0,526.0,734.0,536.0,795.0,632.0,750.0,613.0,792.0,547.0,609.0,646.0,630.0,529.0,654.0,542.0,691.0,643.0,703.0,533.0,592.0
34,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C1.jpg,501_843_205_305,501.0,843.0,205.0,305.0,982.0,557.0,1018.0,688.0,879.0,517.0,952.0,506.0,889.0,533.0,911.0,632.0,970.0,603.0,1004.0,602.0,894.0,662.0,953.0,718.0,914.0,699.0,1016.0,638.0,985.0,704.0,902.0,684.0,931.0,713.0,1013.0,620.0,1019.0,661.0,860.0,573.0,944.0,525.0,868.0,617.0,895.0,641.0,989.0,590.0,844.0,568.0
35,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C1.jpg,429_639_217_264,429.0,639.0,217.0,264.0,808.0,514.0,802.0,668.0,726.0,439.0,796.0,454.0,730.0,454.0,735.0,573.0,784.0,561.0,820.0,573.0,693.0,592.0,731.0,675.0,701.0,639.0,822.0,618.0,767.0,670.0,694.0,617.0,713.0,659.0,825.0,596.0,816.0,644.0,689.0,487.0,783.0,466.0,684.0,543.0,706.0,579.0,808.0,555.0,673.0,478.0
36,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C1.jpg,285_547_153_287,285.0,547.0,153.0,287.0,676.0,378.0,627.0,560.0,630.0,279.0,683.0,313.0,629.0,295.0,600.0,417.0,639.0,422.0,667.0,445.0,569.0,429.0,584.0,545.0,567.0,485.0,649.0,504.0,605.0,558.0,566.0,459.0,572.0,515.0,659.0,477.0,640.0,534.0,583.0,317.0,667.0,325.0,567.0,373.0,578.0,417.0,663.0,423.0,571.0,304.0
37,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C1.jpg,650_704_237_272,650.0,704.0,237.0,272.0,853.0,710.0,902.0,854.0,752.0,682.0,822.0,666.0,764.0,697.0,809.0,784.0,853.0,752.0,883.0,752.0,791.0,820.0,846.0,867.0,817.0,851.0,909.0,800.0,872.0,857.0,805.0,839.0,831.0,861.0,901.0,775.0,909.0,826.0,744.0,736.0,815.0,684.0,758.0,779.0,791.0,798.0,864.0,742.0,727.0,734.0
38,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 C1.jpg,172_672_162_282,172.0,672.0,162.0,282.0,797.0,254.0,766.0,415.0,759.0,167.0,806.0,194.0,757.0,181.0,724.0,295.0,765.0,297.0,785.0,314.0,696.0,308.0,722.0,418.0,698.0,367.0,781.0,366.0,746.0,421.0,694.0,339.0,707.0,393.0,784.0,343.0,776.0,392.0,717.0,204.0,791.0,206.0,698.0,252.0,707.0,293.0,784.0,293.0,706.0,189.0
39,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 A1.jpg,302_415_381_451,302.0,415.0,381.0,451.0,635.0,397.0,725.0,614.0,479.0,328.0,587.0,320.0,495.0,350.0,544.0,522.0,622.0,470.0,684.0,473.0,513.0,570.0,614.0,644.0,548.0,615.0,734.0,543.0,673.0,626.0,529.0,598.0,576.0,632.0,717.0,508.0,735.0,579.0,454.0,414.0,576.0,345.0,472.0,498.0,519.0,538.0,646.0,455.0,425.0,408.0
40,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 A1.jpg,96_673_364_473,96.0,673.0,364.0,473.0,930.0,256.0,912.0,480.0,836.0,109.0,930.0,164.0,835.0,131.0,780.0,298.0,860.0,309.0,941.0,335.0,734.0,307.0,815.0,465.0,757.0,384.0,950.0,418.0,867.0,482.0,739.0,347.0,781.0,425.0,951.0,380.0,937.0,453.0,763.0,158.0,910.0,175.0,736.0,224.0,753.0,296.0,903.0,309.0,744.0,134.0
41,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B6.jpg,514_442_217_282,514.0,442.0,217.0,282.0,609.0,567.0,619.0,715.0,525.0,507.0,600.0,516.0,530.0,524.0,534.0,622.0,584.0,608.0,613.0,619.0,485.0,644.0,532.0,738.0,492.0,695.0,619.0,664.0,578.0,723.0,484.0,671.0,507.0,720.0,618.0,642.0,623.0,689.0,485.0,552.0,586.0,533.0,481.0,598.0,503.0,629.0,605.0,602.0,468.0,542.0
42,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B6.jpg,136_612_226_260,136.0,612.0,226.0,260.0,799.0,205.0,777.0,327.0,729.0,128.0,797.0,151.0,731.0,146.0,679.0,245.0,755.0,236.0,801.0,245.0,652.0,260.0,686.0,348.0,650.0,306.0,799.0,287.0,732.0,335.0,646.0,284.0,662.0,329.0,804.0,267.0,792.0,306.0,675.0,172.0,782.0,162.0,655.0,215.0,666.0,245.0,784.0,232.0,661.0,157.0
43,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B6.jpg,270_428_211_275,270.0,428.0,211.0,275.0,604.0,337.0,583.0,470.0,524.0,270.0,598.0,286.0,529.0,288.0,508.0,386.0,575.0,373.0,606.0,386.0,473.0,413.0,502.0,486.0,475.0,454.0,604.0,425.0,542.0,478.0,471.0,436.0,484.0,472.0,608.0,407.0,597.0,445.0,479.0,322.0,583.0,302.0,469.0,364.0,484.0,392.0,598.0,368.0,464.0,309.0
44,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B6.jpg,320_986_198_276,320.0,986.0,198.0,276.0,1150.0,398.0,1137.0,529.0,1085.0,316.0,1147.0,340.0,1088.0,331.0,1054.0,450.0,1122.0,440.0,1154.0,453.0,1026.0,466.0,1062.0,536.0,1029.0,502.0,1153.0,492.0,1100.0,529.0,1024.0,486.0,1041.0,520.0,1156.0,474.0,1149.0,511.0,1042.0,361.0,1136.0,351.0,1028.0,412.0,1035.0,452.0,1142.0,437.0,1027.0,349.0
45,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B6.jpg,22_406_238_278,22.0,406.0,238.0,278.0,591.0,84.0,590.0,228.0,494.0,25.0,580.0,32.0,499.0,44.0,488.0,139.0,569.0,117.0,605.0,124.0,450.0,162.0,508.0,249.0,467.0,211.0,608.0,176.0,549.0,240.0,454.0,189.0,484.0,232.0,611.0,151.0,602.0,202.0,452.0,79.0,561.0,51.0,445.0,122.0,465.0,142.0,587.0,109.0,433.0,65.0
46,/home/voje-lab/Desktop/NIWA_magnifica_SEM-jpg/Steginoporella magnifica/Steginoporella magnifica NIWA 122669 B224 B6.jpg,194_68_262_293,194.0,68.0,262.0,293.0,217.0,251.0,274.0,388.0,111.0,225.0,183.0,204.0,122.0,236.0,174.0,336.0,213.0,298.0,247.0,292.0,148.0,372.0,241.0,447.0,182.0,422.0,265.0,337.0,258.0,423.0,160.0,401.0,210.0,438.0,260.0,313.0,270.0,361.0,97.0,285.0,176.0,225.0,116.0,335.0,156.0,353.0,228.0,286.0,81.0,283.0
