"X","id","box_id","box_top","box_left","box_width","box_height","X0","Y0","X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14","X15","Y15","X16","Y16","X17","Y17","X18","Y18","X19","Y19","X20","Y20","X21","Y21","X22","Y22","image","specimenNR","form.no","formation","new.id"
41,"bryozoa_lab_images/673_CC_1_10v_x30_BSE.jpg","948_1365_368_651",948,1365,368,651,1682,1173,1534,1439,1621,982,1717,1070,1610,1012,1503,1207,1600,1229,1643,1280,1431,1221,1448,1439,1428,1323,1593,1366,1489,1448,1428,1277,1433,1379,1620,1328,1567,1402,1506,1029,1684,1082,1453,1107,1451,1195,1642,1244,1492,994,"673_CC_1_10v_x30_BSE","673CC","673","Tewkesbury","948_1365_368_651_673_CC_1_10v_x30_BSE"
42,"bryozoa_lab_images/673_CC_1_10v_x30_BSE.jpg","423_1483_393_642",423,1483,393,642,1809,699,1702,974,1712,495,1828,586,1704,528,1606,743,1721,759,1793,802,1552,757,1586,927,1557,839,1770,896,1642,954,1554,801,1569,883,1788,853,1743,937,1605,556,1794,602,1560,643,1570,736,1775,768,1586,524,"673_CC_1_10v_x30_BSE","673CC","673","Tewkesbury","423_1483_393_642_673_CC_1_10v_x30_BSE"
43,"bryozoa_lab_images/673_CC_1_10v_x30_BSE.jpg","1059_1034_374_554",1059,1034,374,554,1342,1211,1233,1483,1247,1032,1350,1100,1245,1062,1189,1270,1282,1273,1314,1316,1121,1293,1160,1485,1116,1398,1286,1404,1195,1494,1114,1347,1136,1445,1302,1362,1262,1446,1166,1101,1322,1122,1131,1194,1150,1269,1312,1272,1145,1074,"673_CC_1_10v_x30_BSE","673CC","673","Tewkesbury","1059_1034_374_554_673_CC_1_10v_x30_BSE"
44,"bryozoa_lab_images/673_CC_1_10v_x30_BSE.jpg","271_758_460_609",271,758,460,609,1138,492,1047,754,1033,297,1142,363,1027,328,956,552,1062,559,1129,597,884,563,933,723,896,643,1103,678,989,744,884,602,910,686,1121,638,1081,715,946,357,1113,381,900,465,916,550,1106,563,928,328,"673_CC_1_10v_x30_BSE","673CC","673","Tewkesbury","271_758_460_609_673_CC_1_10v_x30_BSE"
45,"bryozoa_lab_images/772_CV_1_15v_x30_BSE.jpg","50_1399_574_665",50,1399,574,665,1879,322,1668,634,1858,83,1936,204,1840,117,1664,309,1757,361,1827,427,1556,284,1522,593,1490,421,1774,539,1595,624,1512,345,1492,507,1802,487,1729,589,1725,105,1897,209,1631,192,1598,274,1815,385,1709,62,"772_CV_1_15v_x30_BSE","772CV","772","SHCSBSB","50_1399_574_665_772_CV_1_15v_x30_BSE"
46,"bryozoa_lab_images/772_CV_1_15v_x30_BSE.jpg","799_1780_589_776",799,1780,589,776,2269,924,2413,1417,1940,849,2186,761,1978,903,2098,1296,2227,1138,2353,1068,2010,1425,2223,1565,2078,1533,2413,1224,2322,1493,2035,1488,2147,1563,2393,1143,2427,1319,1895,1098,2165,837,1932,1283,2032,1390,2293,1052,1827,1088,"772_CV_1_15v_x30_BSE","772CV","772","SHCSBSB","799_1780_589_776_772_CV_1_15v_x30_BSE"
47,"bryozoa_lab_images/651_CC_1_15v_x30_BSE.jpg","638_530_358_627",638,530,358,627,797,839,781,1179,675,642,783,702,679,685,620,935,714,923,806,943,588,968,667,1176,622,1068,812,1059,721,1181,605,1025,642,1121,817,1001,801,1116,597,758,764,737,569,860,589,934,783,910,571,720,"651_CC_1_15v_x30_BSE","651CC","651","Tewkesbury","638_530_358_627_651_CC_1_15v_x30_BSE"
48,"bryozoa_lab_images/651_CC_1_15v_x30_BSE.jpg","726_1398_391_684",726,1398,391,684,1714,927,1604,1283,1598,733,1714,792,1599,774,1525,1012,1625,1015,1695,1051,1453,1027,1488,1264,1459,1149,1656,1171,1544,1284,1453,1092,1468,1209,1680,1117,1633,1226,1497,818,1689,825,1455,906,1470,1006,1684,1005,1473,782,"651_CC_1_15v_x30_BSE","651CC","651","Tewkesbury","726_1398_391_684_651_CC_1_15v_x30_BSE"
49,"bryozoa_lab_images/651_CC_1_15v_x30_BSE.jpg","971_263_381_668",971,263,381,668,558,1149,552,1468,442,972,548,1021,445,1008,401,1240,495,1235,566,1251,358,1274,449,1517,386,1406,563,1354,502,1506,367,1346,414,1464,570,1306,559,1408,368,1072,527,1053,345,1169,367,1240,544,1216,341,1042,"651_CC_1_15v_x30_BSE","651CC","651","Tewkesbury","971_263_381_668_651_CC_1_15v_x30_BSE"
50,"bryozoa_lab_images/651_CC_1_15v_x30_BSE.jpg","498_1695_428_618",498,1695,428,618,2041,696,1947,1031,1924,494,2050,560,1922,536,1840,775,1960,773,2038,795,1775,795,1836,1012,1794,907,2005,915,1890,1033,1779,851,1811,957,2031,857,1983,971,1813,583,2017,587,1766,690,1788,777,2018,765,1782,549,"651_CC_1_15v_x30_BSE","651CC","651","Tewkesbury","498_1695_428_618_651_CC_1_15v_x30_BSE"
51,"bryozoa_lab_images/651_CC_1_15v_x30_BSE.jpg","390_170_396_564",390,170,396,564,438,568,460,909,270,443,393,440,284,483,280,729,378,678,471,677,255,795,360,929,310,879,478,786,408,932,284,844,333,907,481,731,474,845,219,565,377,481,215,670,251,748,444,647,188,541,"651_CC_1_15v_x30_BSE","651CC","651","Tewkesbury","390_170_396_564_651_CC_1_15v_x30_BSE"
53,"bryozoa_lab_images/324_CC_3_10v_x30_BSE.jpg","226_957_343_640",226,957,343,640,1237,479,1213,818,1112,240,1230,315,1114,278,1065,572,1158,571,1252,596,1009,598,1066,823,1019,714,1250,710,1138,818,1010,658,1035,776,1258,653,1236,763,1031,337,1205,344,1003,472,1021,571,1221,561,1002,302,"324_CC_3_10v_x30_BSE","324CC","324","NKBS","226_957_343_640_324_CC_3_10v_x30_BSE"
54,"bryozoa_lab_images/324_CC_3_10v_x30_BSE.jpg","450_701_293_664",450,701,293,664,946,676,862,1038,844,439,948,524,844,480,788,761,868,755,935,791,731,794,771,1018,744,911,905,915,813,1038,736,856,754,967,925,857,885,974,759,540,922,556,725,658,742,762,921,755,736,502,"324_CC_3_10v_x30_BSE","324CC","324","NKBS","450_701_293_664_324_CC_3_10v_x30_BSE"
55,"bryozoa_lab_images/134_CC_1_15v_x30_BSE.jpg","59_1507_429_579",59,1507,429,579,1861,249,1801,548,1722,45,1858,116,1727,84,1657,311,1785,316,1865,353,1570,332,1637,544,1571,442,1851,458,1722,547,1560,383,1596,495,1864,408,1833,504,1622,130,1824,143,1581,230,1599,307,1836,317,1585,99,"134_CC_1_15v_x30_BSE","134CC","134","NKBS","59_1507_429_579_134_CC_1_15v_x30_BSE"
56,"bryozoa_lab_images/134_CC_1_15v_x30_BSE.jpg","289_1172_366_573",289,1172,366,573,1489,485,1441,778,1335,298,1477,355,1342,336,1294,575,1410,568,1499,595,1227,613,1316,782,1256,705,1485,693,1380,787,1236,659,1282,747,1497,647,1468,736,1241,393,1450,385,1212,497,1242,576,1469,559,1209,365,"134_CC_1_15v_x30_BSE","134CC","134","NKBS","289_1172_366_573_134_CC_1_15v_x30_BSE"
57,"bryozoa_lab_images/134_CC_1_15v_x30_BSE.jpg","1122_796_475_639",1122,796,475,639,1138,1277,1171,1590,927,1119,1090,1142,947,1162,967,1426,1090,1380,1180,1387,887,1483,1006,1631,927,1574,1200,1489,1090,1609,900,1531,959,1608,1198,1437,1191,1538,862,1244,1066,1185,858,1362,902,1441,1141,1358,823,1223,"134_CC_1_15v_x30_BSE","134CC","134","NKBS","1122_796_475_639_134_CC_1_15v_x30_BSE"
58,"bryozoa_lab_images/134_CC_1_15v_x30_BSE.jpg","814_1133_465_676",814,1133,465,676,1508,1030,1471,1338,1358,823,1497,881,1366,866,1321,1138,1438,1122,1518,1153,1236,1173,1314,1345,1252,1268,1512,1253,1394,1341,1235,1220,1276,1310,1522,1205,1498,1297,1267,924,1468,917,1236,1046,1261,1137,1488,1114,1233,891,"134_CC_1_15v_x30_BSE","134CC","134","NKBS","814_1133_465_676_134_CC_1_15v_x30_BSE"
59,"bryozoa_lab_images/134_CC_1_15v_x30_BSE.jpg","560_1492_392_592",560,1492,392,592,1839,764,1788,1061,1683,567,1827,627,1690,608,1637,847,1758,840,1844,866,1572,881,1650,1063,1595,975,1831,971,1721,1067,1579,927,1617,1020,1843,921,1816,1017,1584,662,1799,658,1553,767,1581,845,1814,834,1551,632,"134_CC_1_15v_x30_BSE","134CC","134","NKBS","560_1492_392_592_134_CC_1_15v_x30_BSE"
60,"bryozoa_lab_images/134_CC_1_15v_x30_BSE.jpg","795_1860_450_699",795,1860,450,699,2189,1004,2175,1350,2030,808,2169,862,2040,850,2001,1114,2119,1098,2210,1120,1939,1150,2034,1346,1971,1252,2216,1242,2106,1351,1949,1199,1998,1302,2220,1183,2201,1295,1949,908,2145,895,1923,1019,1951,1111,2173,1084,1915,877,"134_CC_1_15v_x30_BSE","134CC","134","NKBS","795_1860_450_699_134_CC_1_15v_x30_BSE"
61,"bryozoa_lab_images/134_CC_1_15v_x30_BSE.jpg","1076_1545_439_712",1076,1545,439,712,1877,1280,1856,1601,1711,1097,1851,1139,1724,1140,1697,1391,1814,1368,1893,1384,1627,1433,1711,1642,1642,1546,1892,1497,1787,1626,1628,1489,1668,1601,1899,1442,1879,1549,1630,1207,1829,1177,1608,1319,1642,1391,1859,1355,1598,1177,"134_CC_1_15v_x30_BSE","134CC","134","NKBS","1076_1545_439_712_134_CC_1_15v_x30_BSE"
